name	group	GC_prop	CpG_prop
atac_P03827	k4me1_enh	0.48	0.028
atac_L02415	k4me1_enh	0.472	0.018
atac_L04551	k4me1_enh	0.582	0.058
atac_L06318	k4me1_enh	0.48	0.012
atac_L09196	k4me1_enh	0.42	0.004
atac_L10310	k4me1_enh	0.478	0.014
atac_L11739	k4me1_enh	0.352	0.004
atac_L14985	k4me1_enh	0.388	0.028
atac_L15139	k4me1_enh	0.408	0.016
atac_L15480	k4me1_enh	0.496	0.024
atac_L20791	k4me1_enh	0.468	0.012
atac_L33624	k4me1_enh	0.482	0.032
atac_L38023	k4me1_enh	0.46	0.01
atac_L39609	k4me1_enh	0.428	0.016
atac_L39846	k4me1_enh	0.358	0
atac_L03877	k4me1_enh	0.41	0.022
atac_L18624	k4me1_enh	0.454	0.042
atac_L06707	k4me1_enh	0.46	0.056
atac_L07945	k4me1_enh	0.348	0.004
atac_L20311	k4me1_enh	0.456	0.016
atac_L23987	k4me1_enh	0.438	0.038
atac_L24231	k4me1_enh	0.45	0.022
atac_L26043	k4me1_enh	0.46	0.026
atac_L27827	k4me1_enh	0.394	0.012
atac_L29282	k4me1_enh	0.436	0.026
atac_L36302	k4me1_enh	0.384	0.014
atac_P03088	k4me1_enh	0.38	0.01
atac_L00888	k4me1_enh	0.336	0.004
atac_L06655	k4me1_enh	0.298	0.006
atac_L07944	k4me1_enh	0.392	0.022
atac_L11051	k4me1_enh	0.356	0.004
atac_L15548	k4me1_enh	0.472	0.034
atac_L18277	k4me1_enh	0.414	0.022
atac_L20110	k4me1_enh	0.388	0.012
atac_L20313	k4me1_enh	0.412	0.016
atac_L20514	k4me1_enh	0.362	0.012
atac_L20877	k4me1_enh	0.456	0.022
atac_L23126	k4me1_enh	0.396	0.028
atac_L24015	k4me1_enh	0.456	0.018
atac_L35786	k4me1_enh	0.412	0.004
atac_L36773	k4me1_enh	0.458	0.012
atac_P03119	k4me1_enh	0.406	0.02
atac_L01897	k4me1_enh	0.396	0.026
atac_L02599	k4me1_enh	0.472	0.036
atac_L04249	k4me1_enh	0.396	0.012
atac_L08038	k4me1_enh	0.456	0.022
atac_L10379	k4me1_enh	0.464	0.02
atac_L14987	k4me1_enh	0.506	0.03
atac_L16562	k4me1_enh	0.46	0.026
atac_L35045	k4me1_enh	0.354	0.012
atac_L39185	k4me1_enh	0.484	0.03
atac_L40187	k4me1_enh	0.39	0.016
atac_P00129	k4me1_enh	0.424	0.018
atac_P02001	k4me1_enh	0.456	0.014
atac_P03520	k4me1_enh	0.452	0.024
atac_P06793	k4me1_enh	0.428	0.018
atac_L00563	k4me1_enh	0.416	0.018
atac_L02049	k4me1_enh	0.474	0.028
atac_L02761	k4me1_enh	0.474	0.03
atac_L05071	k4me1_enh	0.48	0.026
atac_L06453	k4me1_enh	0.468	0.044
atac_L07437	k4me1_enh	0.414	0.014
atac_L09190	k4me1_enh	0.41	0.016
atac_L13803	k4me1_enh	0.46	0.016
atac_L17434	k4me1_enh	0.478	0.022
atac_L18526	k4me1_enh	0.374	0.012
atac_L29038	k4me1_enh	0.428	0.012
atac_L32320	k4me1_enh	0.382	0.016
atac_L37439	k4me1_enh	0.404	0.008
atac_L37509	k4me1_enh	0.432	0.012
atac_L40557	k4me1_enh	0.386	0.018
atac_P02996	k4me1_enh	0.35	0.008
atac_P05983	k4me1_enh	0.406	0.006
atac_L04625	k4me1_enh	0.346	0.014
atac_L11391	k4me1_enh	0.494	0.056
atac_L13913	k4me1_enh	0.398	0.012
atac_L18534	k4me1_enh	0.442	0.02
atac_P00704	k4me1_enh	0.348	0.014
atac_P03512	k4me1_enh	0.406	0.006
atac_P06802	k4me1_enh	0.466	0.034
atac_P06814	k4me1_enh	0.386	0.002
atac_L07461	k4me1_enh	0.394	0.014
atac_L08852	k4me1_enh	0.408	0.02
atac_L23963	k4me1_enh	0.51	0.036
atac_L25768	k4me1_enh	0.494	0.02
atac_L29346	k4me1_enh	0.386	0.01
atac_L31011	k4me1_enh	0.352	0.012
atac_L33622	k4me1_enh	0.398	0.004
atac_L37499	k4me1_enh	0.394	0.004
atac_L38291	k4me1_enh	0.408	0.032
atac_P06927	k4me1_enh	0.466	0.016
atac_L00067	k4me1_enh	0.388	0.016
atac_L00150	k4me1_enh	0.404	0.022
atac_L00181	k4me1_enh	0.438	0.024
atac_L00182	k4me1_enh	0.488	0.022
atac_L00230	k4me1_enh	0.472	0.036
atac_L00296	k4me1_enh	0.342	0.008
atac_L00297	k4me1_enh	0.508	0.036
atac_L00316	k4me1_enh	0.454	0.034
atac_L00357	k4me1_enh	0.524	0.072
atac_L00361	k4me1_enh	0.426	0.024
atac_L00366	k4me1_enh	0.444	0.03
atac_L00367	k4me1_enh	0.494	0.022
atac_L00405	k4me1_enh	0.356	0.008
atac_L00453	k4me1_enh	0.404	0.014
atac_L00486	k4me1_enh	0.39	0.01
atac_L00546	k4me1_enh	0.424	0.01
atac_L00592	k4me1_enh	0.41	0.014
atac_L00593	k4me1_enh	0.422	0.004
atac_L00734	k4me1_enh	0.376	0.014
atac_L00884	k4me1_enh	0.394	0.01
atac_L00885	k4me1_enh	0.42	0.022
atac_L00892	k4me1_enh	0.412	0.012
atac_L01228	k4me1_enh	0.346	0.012
atac_L01249	k4me1_enh	0.388	0.036
atac_L01309	k4me1_enh	0.414	0.006
atac_L01610	k4me1_enh	0.476	0.034
atac_L01774	k4me1_enh	0.386	0.012
atac_L01795	k4me1_enh	0.472	0.014
atac_L01805	k4me1_enh	0.468	0.016
atac_L01898	k4me1_enh	0.428	0.024
atac_L02000	k4me1_enh	0.36	0.016
atac_L02001	k4me1_enh	0.336	0.006
atac_L02006	k4me1_enh	0.362	0.012
atac_L02023	k4me1_enh	0.398	0.02
atac_L02058	k4me1_enh	0.42	0.012
atac_L02234	k4me1_enh	0.39	0.02
atac_L02235	k4me1_enh	0.432	0.026
atac_L02255	k4me1_enh	0.402	0.01
atac_L02267	k4me1_enh	0.4	0.024
atac_L02348	k4me1_enh	0.32	0.012
atac_L02463	k4me1_enh	0.378	0.006
atac_L02464	k4me1_enh	0.414	0.022
atac_L02549	k4me1_enh	0.444	0.034
atac_L02603	k4me1_enh	0.398	0.008
atac_L03044	k4me1_enh	0.408	0.008
atac_L03045	k4me1_enh	0.438	0.048
atac_L03120	k4me1_enh	0.452	0.022
atac_L03258	k4me1_enh	0.402	0.004
atac_L03260	k4me1_enh	0.408	0.012
atac_L03433	k4me1_enh	0.464	0.024
atac_L03439	k4me1_enh	0.43	0.01
atac_L03490	k4me1_enh	0.414	0.014
atac_L03491	k4me1_enh	0.386	0.016
atac_L03561	k4me1_enh	0.376	0.004
atac_L03597	k4me1_enh	0.462	0.026
atac_L03700	k4me1_enh	0.392	0.02
atac_L03712	k4me1_enh	0.326	0.002
atac_L03732	k4me1_enh	0.44	0.026
atac_L03875	k4me1_enh	0.374	0.026
atac_L03908	k4me1_enh	0.42	0.01
atac_L04458	k4me1_enh	0.41	0.022
atac_L04461	k4me1_enh	0.412	0.014
atac_L04462	k4me1_enh	0.392	0.006
atac_L04650	k4me1_enh	0.47	0.024
atac_L04667	k4me1_enh	0.384	0.01
atac_L04809	k4me1_enh	0.338	0.006
atac_L04907	k4me1_enh	0.452	0.044
atac_L05106	k4me1_enh	0.388	0.018
atac_L05147	k4me1_enh	0.36	0.03
atac_L05266	k4me1_enh	0.434	0.018
atac_L05674	k4me1_enh	0.394	0.01
atac_L05748	k4me1_enh	0.388	0.012
atac_L05894	k4me1_enh	0.436	0.014
atac_L05922	k4me1_enh	0.514	0.022
atac_L05924	k4me1_enh	0.436	0.018
atac_L05928	k4me1_enh	0.488	0.026
atac_L05929	k4me1_enh	0.438	0.016
atac_L05949	k4me1_enh	0.4	0.004
atac_L05950	k4me1_enh	0.326	0.004
atac_L05951	k4me1_enh	0.35	0.004
atac_L06007	k4me1_enh	0.426	0.006
atac_L06073	k4me1_enh	0.444	0.018
atac_L06091	k4me1_enh	0.338	0.012
atac_L06118	k4me1_enh	0.448	0.02
atac_L06208	k4me1_enh	0.452	0.014
atac_L06508	k4me1_enh	0.388	0.02
atac_L06556	k4me1_enh	0.356	0.014
atac_L06566	k4me1_enh	0.41	0.012
atac_L06626	k4me1_enh	0.364	0.022
atac_L06627	k4me1_enh	0.454	0.01
atac_L06641	k4me1_enh	0.586	0.042
atac_L06737	k4me1_enh	0.442	0.038
atac_L07046	k4me1_enh	0.404	0.026
atac_L07064	k4me1_enh	0.374	0.012
atac_L07159	k4me1_enh	0.414	0.014
atac_L07160	k4me1_enh	0.36	0.016
atac_L07218	k4me1_enh	0.484	0.022
atac_L07219	k4me1_enh	0.54	0.042
atac_L07293	k4me1_enh	0.344	0.006
atac_L07297	k4me1_enh	0.484	0.014
atac_L07306	k4me1_enh	0.386	0.012
atac_L07317	k4me1_enh	0.382	0.022
atac_L07385	k4me1_enh	0.38	0.018
atac_L07436	k4me1_enh	0.358	0.006
atac_L07447	k4me1_enh	0.328	0.004
atac_L07451	k4me1_enh	0.34	0.002
atac_L07516	k4me1_enh	0.44	0.002
atac_L07622	k4me1_enh	0.44	0.022
atac_L07785	k4me1_enh	0.418	0.01
atac_L07813	k4me1_enh	0.426	0.014
atac_L07814	k4me1_enh	0.46	0.016
atac_L07815	k4me1_enh	0.432	0.012
atac_L07886	k4me1_enh	0.378	0.01
atac_L07898	k4me1_enh	0.434	0.03
atac_L07910	k4me1_enh	0.39	0.01
atac_L07942	k4me1_enh	0.396	0.018
atac_L08011	k4me1_enh	0.378	0.012
atac_L08036	k4me1_enh	0.426	0.01
atac_L08042	k4me1_enh	0.396	0.008
atac_L08079	k4me1_enh	0.358	0.016
atac_L08097	k4me1_enh	0.396	0.012
atac_L08309	k4me1_enh	0.368	0.01
atac_L08674	k4me1_enh	0.358	0.02
atac_L08734	k4me1_enh	0.398	0.012
atac_L08735	k4me1_enh	0.49	0.012
atac_L08743	k4me1_enh	0.4	0.038
atac_L08755	k4me1_enh	0.434	0.03
atac_L08887	k4me1_enh	0.398	0.014
atac_L08940	k4me1_enh	0.466	0.02
atac_L09086	k4me1_enh	0.392	0.012
atac_L09198	k4me1_enh	0.36	0.01
atac_L09216	k4me1_enh	0.364	0.016
atac_L09258	k4me1_enh	0.494	0.03
atac_L09259	k4me1_enh	0.42	0.028
atac_L09279	k4me1_enh	0.38	0.016
atac_L09337	k4me1_enh	0.472	0.042
atac_L09451	k4me1_enh	0.354	0.016
atac_L09465	k4me1_enh	0.342	0.04
atac_L09472	k4me1_enh	0.366	0.01
atac_L09737	k4me1_enh	0.458	0.022
atac_L09876	k4me1_enh	0.406	0.04
atac_L09907	k4me1_enh	0.37	0.032
atac_L09909	k4me1_enh	0.47	0.034
atac_L09913	k4me1_enh	0.418	0.01
atac_L10232	k4me1_enh	0.386	0.018
atac_L10309	k4me1_enh	0.5	0.02
atac_L10311	k4me1_enh	0.408	0.012
atac_L10339	k4me1_enh	0.382	0.016
atac_L10392	k4me1_enh	0.46	0.006
atac_L10408	k4me1_enh	0.34	0.008
atac_L10409	k4me1_enh	0.438	0.016
atac_L10417	k4me1_enh	0.412	0.018
atac_L10764	k4me1_enh	0.436	0.018
atac_L10977	k4me1_enh	0.406	0.012
atac_L10995	k4me1_enh	0.334	0.014
atac_L11004	k4me1_enh	0.414	0.012
atac_L11229	k4me1_enh	0.346	0.008
atac_L11292	k4me1_enh	0.428	0.014
atac_L12024	k4me1_enh	0.44	0.02
atac_L12121	k4me1_enh	0.388	0.008
atac_L12132	k4me1_enh	0.468	0.026
atac_L12198	k4me1_enh	0.468	0.032
atac_L12206	k4me1_enh	0.37	0.01
atac_L12218	k4me1_enh	0.372	0.012
atac_L12250	k4me1_enh	0.424	0.02
atac_L12251	k4me1_enh	0.432	0.016
atac_L12257	k4me1_enh	0.438	0.026
atac_L12371	k4me1_enh	0.454	0.054
atac_L12497	k4me1_enh	0.336	0.006
atac_L12499	k4me1_enh	0.46	0.016
atac_L12599	k4me1_enh	0.444	0.016
atac_L12607	k4me1_enh	0.404	0.008
atac_L12723	k4me1_enh	0.41	0.014
atac_L12724	k4me1_enh	0.452	0.02
atac_L12793	k4me1_enh	0.426	0.034
atac_L12815	k4me1_enh	0.436	0.01
atac_L12834	k4me1_enh	0.592	0.032
atac_L12835	k4me1_enh	0.414	0.018
atac_L12877	k4me1_enh	0.458	0.024
atac_L12976	k4me1_enh	0.434	0.014
atac_L12985	k4me1_enh	0.44	0.014
atac_L13293	k4me1_enh	0.338	0.012
atac_L13363	k4me1_enh	0.486	0.058
atac_L13516	k4me1_enh	0.408	0.004
atac_L13609	k4me1_enh	0.438	0.008
atac_L13661	k4me1_enh	0.36	0.004
atac_L13838	k4me1_enh	0.4	0.018
atac_L13904	k4me1_enh	0.366	0.004
atac_L13951	k4me1_enh	0.396	0.002
atac_L14086	k4me1_enh	0.38	0.012
atac_L14132	k4me1_enh	0.478	0.016
atac_L14135	k4me1_enh	0.426	0.014
atac_L14171	k4me1_enh	0.494	0.028
atac_L14214	k4me1_enh	0.426	0.016
atac_L14215	k4me1_enh	0.416	0.014
atac_L14238	k4me1_enh	0.472	0.008
atac_L14240	k4me1_enh	0.49	0.038
atac_L14261	k4me1_enh	0.392	0.014
atac_L14298	k4me1_enh	0.372	0.014
atac_L14319	k4me1_enh	0.452	0.018
atac_L14327	k4me1_enh	0.396	0.034
atac_L14383	k4me1_enh	0.406	0.016
atac_L14632	k4me1_enh	0.502	0.042
atac_L14633	k4me1_enh	0.376	0.022
atac_L14820	k4me1_enh	0.414	0.002
atac_L14963	k4me1_enh	0.426	0.016
atac_L14986	k4me1_enh	0.354	0.024
atac_L15000	k4me1_enh	0.394	0.03
atac_L15001	k4me1_enh	0.368	0.03
atac_L15033	k4me1_enh	0.432	0.028
atac_L15037	k4me1_enh	0.482	0.036
atac_L15046	k4me1_enh	0.394	0.01
atac_L15048	k4me1_enh	0.416	0.006
atac_L15202	k4me1_enh	0.44	0.018
atac_L15237	k4me1_enh	0.436	0.016
atac_L15308	k4me1_enh	0.37	0.006
atac_L15371	k4me1_enh	0.408	0.014
atac_L15389	k4me1_enh	0.448	0.012
atac_L15552	k4me1_enh	0.344	0.006
atac_L15599	k4me1_enh	0.334	0.01
atac_L15610	k4me1_enh	0.44	0.026
atac_L15616	k4me1_enh	0.378	0.012
atac_L15641	k4me1_enh	0.468	0.008
atac_L15651	k4me1_enh	0.348	0.012
atac_L15881	k4me1_enh	0.5	0.034
atac_L15890	k4me1_enh	0.356	0.006
atac_L15902	k4me1_enh	0.384	0.018
atac_L16103	k4me1_enh	0.474	0.036
atac_L16246	k4me1_enh	0.364	0.008
atac_L16250	k4me1_enh	0.456	0.024
atac_L16291	k4me1_enh	0.344	0.008
atac_L16292	k4me1_enh	0.376	0.01
atac_L16353	k4me1_enh	0.564	0.028
atac_L16374	k4me1_enh	0.384	0.004
atac_L16375	k4me1_enh	0.348	0.016
atac_L16517	k4me1_enh	0.408	0.014
atac_L16530	k4me1_enh	0.348	0.004
atac_L16560	k4me1_enh	0.43	0.022
atac_L16563	k4me1_enh	0.34	0.006
atac_L16567	k4me1_enh	0.38	0.028
atac_L16875	k4me1_enh	0.404	0.018
atac_L16903	k4me1_enh	0.37	0.016
atac_L16932	k4me1_enh	0.438	0.016
atac_L16950	k4me1_enh	0.382	0.008
atac_L17065	k4me1_enh	0.456	0.02
atac_L17161	k4me1_enh	0.43	0.008
atac_L18162	k4me1_enh	0.388	0.016
atac_L18180	k4me1_enh	0.374	0.01
atac_L18181	k4me1_enh	0.4	0.02
atac_L18211	k4me1_enh	0.394	0.018
atac_L18214	k4me1_enh	0.414	0.016
atac_L18222	k4me1_enh	0.454	0.01
atac_L18230	k4me1_enh	0.414	0.018
atac_L18287	k4me1_enh	0.366	0.01
atac_L18291	k4me1_enh	0.414	0.03
atac_L18527	k4me1_enh	0.408	0.008
atac_L18528	k4me1_enh	0.406	0.018
atac_L18529	k4me1_enh	0.44	0.018
atac_L18543	k4me1_enh	0.324	0.008
atac_L18561	k4me1_enh	0.508	0.024
atac_L18648	k4me1_enh	0.412	0.012
atac_L18755	k4me1_enh	0.49	0.032
atac_L19101	k4me1_enh	0.402	0.002
atac_L19193	k4me1_enh	0.426	0.01
atac_L20147	k4me1_enh	0.454	0.024
atac_L20148	k4me1_enh	0.512	0.054
atac_L20197	k4me1_enh	0.354	0.018
atac_L20276	k4me1_enh	0.42	0.02
atac_L20312	k4me1_enh	0.352	0.006
atac_L20429	k4me1_enh	0.438	0.026
atac_L20620	k4me1_enh	0.496	0.042
atac_L20734	k4me1_enh	0.36	0.012
atac_L20898	k4me1_enh	0.4	0.028
atac_L20899	k4me1_enh	0.372	0.004
atac_L20941	k4me1_enh	0.49	0.04
atac_L21015	k4me1_enh	0.436	0.022
atac_L21134	k4me1_enh	0.376	0.012
atac_L21444	k4me1_enh	0.368	0.018
atac_L21706	k4me1_enh	0.386	0.02
atac_L21733	k4me1_enh	0.466	0.004
atac_L21813	k4me1_enh	0.428	0.032
atac_L21849	k4me1_enh	0.486	0.02
atac_L21853	k4me1_enh	0.396	0.006
atac_L22151	k4me1_enh	0.442	0.024
atac_L22176	k4me1_enh	0.468	0.02
atac_L22425	k4me1_enh	0.382	0.01
atac_L22459	k4me1_enh	0.42	0.016
atac_L22542	k4me1_enh	0.366	0.024
atac_L22592	k4me1_enh	0.43	0.018
atac_L22666	k4me1_enh	0.472	0.01
atac_L22937	k4me1_enh	0.354	0.028
atac_L22997	k4me1_enh	0.34	0.02
atac_L23002	k4me1_enh	0.518	0.016
atac_L23003	k4me1_enh	0.472	0.018
atac_L23020	k4me1_enh	0.4	0.01
atac_L23089	k4me1_enh	0.466	0.016
atac_L23194	k4me1_enh	0.414	0.012
atac_L23444	k4me1_enh	0.386	0.024
atac_L23508	k4me1_enh	0.332	0.008
atac_L23587	k4me1_enh	0.352	0.012
atac_L23953	k4me1_enh	0.436	0.018
atac_L23964	k4me1_enh	0.41	0.01
atac_L23985	k4me1_enh	0.458	0.036
atac_L23986	k4me1_enh	0.422	0.02
atac_L23989	k4me1_enh	0.478	0.054
atac_L23990	k4me1_enh	0.482	0.062
atac_L24012	k4me1_enh	0.376	0.012
atac_L24016	k4me1_enh	0.38	0.01
atac_L24100	k4me1_enh	0.404	0.01
atac_L24118	k4me1_enh	0.466	0.014
atac_L24172	k4me1_enh	0.398	0.022
atac_L24173	k4me1_enh	0.392	0.012
atac_L24230	k4me1_enh	0.448	0.014
atac_L24284	k4me1_enh	0.374	0.01
atac_L24325	k4me1_enh	0.492	0.018
atac_L24356	k4me1_enh	0.474	0.02
atac_L24404	k4me1_enh	0.45	0.016
atac_L24449	k4me1_enh	0.454	0.022
atac_L24667	k4me1_enh	0.44	0.006
atac_L24675	k4me1_enh	0.396	0.01
atac_L24724	k4me1_enh	0.458	0.038
atac_L25098	k4me1_enh	0.504	0.06
atac_L25194	k4me1_enh	0.46	0.036
atac_L25277	k4me1_enh	0.362	0.018
atac_L25386	k4me1_enh	0.492	0.052
atac_L25527	k4me1_enh	0.416	0.016
atac_L25548	k4me1_enh	0.428	0.042
atac_L25570	k4me1_enh	0.426	0.024
atac_L25611	k4me1_enh	0.48	0.022
atac_L25767	k4me1_enh	0.41	0.02
atac_L25839	k4me1_enh	0.496	0.046
atac_L25846	k4me1_enh	0.404	0.028
atac_L26041	k4me1_enh	0.478	0.028
atac_L26326	k4me1_enh	0.42	0.026
atac_L26505	k4me1_enh	0.426	0.038
atac_L26578	k4me1_enh	0.396	0.014
atac_L26841	k4me1_enh	0.332	0.004
atac_L27074	k4me1_enh	0.388	0.012
atac_L27075	k4me1_enh	0.462	0.008
atac_L27206	k4me1_enh	0.362	0.016
atac_L27296	k4me1_enh	0.498	0.036
atac_L27308	k4me1_enh	0.39	0.018
atac_L27309	k4me1_enh	0.422	0.018
atac_L27335	k4me1_enh	0.442	0.018
atac_L27527	k4me1_enh	0.44	0.012
atac_L27624	k4me1_enh	0.348	0.01
atac_L27627	k4me1_enh	0.46	0.024
atac_L27775	k4me1_enh	0.414	0.008
atac_L27829	k4me1_enh	0.388	0.012
atac_L27831	k4me1_enh	0.43	0.026
atac_L27851	k4me1_enh	0.446	0.018
atac_L27902	k4me1_enh	0.482	0.016
atac_L27916	k4me1_enh	0.456	0.014
atac_L27931	k4me1_enh	0.404	0.012
atac_L27932	k4me1_enh	0.372	0.018
atac_L27960	k4me1_enh	0.392	0.022
atac_L28038	k4me1_enh	0.342	0.012
atac_L28114	k4me1_enh	0.448	0.014
atac_L28368	k4me1_enh	0.39	0.008
atac_L28693	k4me1_enh	0.426	0.024
atac_L28739	k4me1_enh	0.47	0.024
atac_L28928	k4me1_enh	0.49	0.04
atac_L29000	k4me1_enh	0.46	0.022
atac_L29082	k4me1_enh	0.422	0.01
atac_L29206	k4me1_enh	0.344	0.01
atac_L29210	k4me1_enh	0.478	0.044
atac_L29211	k4me1_enh	0.386	0.01
atac_L29240	k4me1_enh	0.366	0.004
atac_L29337	k4me1_enh	0.408	0.004
atac_L29349	k4me1_enh	0.376	0.012
atac_L29874	k4me1_enh	0.478	0.012
atac_L30812	k4me1_enh	0.414	0.026
atac_L30982	k4me1_enh	0.512	0.012
atac_L31085	k4me1_enh	0.394	0.014
atac_L31089	k4me1_enh	0.398	0.012
atac_L31233	k4me1_enh	0.4	0.022
atac_L31415	k4me1_enh	0.446	0.018
atac_L31493	k4me1_enh	0.446	0.018
atac_L31518	k4me1_enh	0.442	0.018
atac_L31562	k4me1_enh	0.376	0.008
atac_L31667	k4me1_enh	0.532	0.026
atac_L31669	k4me1_enh	0.456	0.016
atac_L31828	k4me1_enh	0.394	0.02
atac_L32143	k4me1_enh	0.462	0.012
atac_L32200	k4me1_enh	0.426	0.012
atac_L32232	k4me1_enh	0.452	0.04
atac_L32245	k4me1_enh	0.42	0.02
atac_L32246	k4me1_enh	0.352	0.008
atac_L32301	k4me1_enh	0.38	0.006
atac_L32311	k4me1_enh	0.32	0.004
atac_L32857	k4me1_enh	0.39	0.02
atac_L32860	k4me1_enh	0.422	0.022
atac_L32871	k4me1_enh	0.472	0.044
atac_L32976	k4me1_enh	0.364	0.016
atac_L33007	k4me1_enh	0.406	0.018
atac_L33160	k4me1_enh	0.454	0.016
atac_L33356	k4me1_enh	0.486	0.008
atac_L33456	k4me1_enh	0.39	0.012
atac_L33471	k4me1_enh	0.42	0.034
atac_L33474	k4me1_enh	0.51	0.02
atac_L33478	k4me1_enh	0.396	0.02
atac_L33479	k4me1_enh	0.444	0.02
atac_L33694	k4me1_enh	0.342	0.01
atac_L33704	k4me1_enh	0.374	0.008
atac_L33718	k4me1_enh	0.452	0.012
atac_L33720	k4me1_enh	0.418	0.012
atac_L34291	k4me1_enh	0.328	0.008
atac_L34292	k4me1_enh	0.454	0.026
atac_L34892	k4me1_enh	0.404	0.008
atac_L35015	k4me1_enh	0.368	0.012
atac_L35117	k4me1_enh	0.41	0.038
atac_L35118	k4me1_enh	0.42	0.028
atac_L35151	k4me1_enh	0.348	0.016
atac_L35159	k4me1_enh	0.42	0.032
atac_L35624	k4me1_enh	0.394	0.016
atac_L35727	k4me1_enh	0.43	0.016
atac_L35868	k4me1_enh	0.416	0.024
atac_L35901	k4me1_enh	0.562	0.048
atac_L35902	k4me1_enh	0.466	0.014
atac_L35903	k4me1_enh	0.466	0.016
atac_L35904	k4me1_enh	0.464	0.028
atac_L36054	k4me1_enh	0.462	0.006
atac_L36057	k4me1_enh	0.438	0.014
atac_L36072	k4me1_enh	0.506	0.014
atac_L36124	k4me1_enh	0.402	0.01
atac_L36167	k4me1_enh	0.474	0.008
atac_L36214	k4me1_enh	0.442	0.012
atac_L36314	k4me1_enh	0.458	0.01
atac_L36411	k4me1_enh	0.322	0.012
atac_L36416	k4me1_enh	0.472	0.028
atac_L36477	k4me1_enh	0.332	0.004
atac_L36495	k4me1_enh	0.416	0.012
atac_L36596	k4me1_enh	0.466	0.02
atac_L36611	k4me1_enh	0.522	0.044
atac_L36617	k4me1_enh	0.338	0.012
atac_L36656	k4me1_enh	0.328	0.006
atac_L36698	k4me1_enh	0.378	0.004
atac_L36720	k4me1_enh	0.318	0.002
atac_L36731	k4me1_enh	0.386	0.012
atac_L36744	k4me1_enh	0.34	0.002
atac_L36769	k4me1_enh	0.404	0.006
atac_L36784	k4me1_enh	0.37	0.01
atac_L36840	k4me1_enh	0.446	0.014
atac_L36852	k4me1_enh	0.382	0.016
atac_L36853	k4me1_enh	0.438	0.022
atac_L36858	k4me1_enh	0.568	0.038
atac_L36859	k4me1_enh	0.516	0.036
atac_L36997	k4me1_enh	0.428	0.018
atac_L37232	k4me1_enh	0.456	0.026
atac_L37372	k4me1_enh	0.444	0.018
atac_L37722	k4me1_enh	0.448	0.044
atac_L37875	k4me1_enh	0.438	0.022
atac_L37876	k4me1_enh	0.508	0.024
atac_L37953	k4me1_enh	0.38	0.012
atac_L38126	k4me1_enh	0.396	0.02
atac_L38188	k4me1_enh	0.314	0
atac_L38190	k4me1_enh	0.44	0.032
atac_L38372	k4me1_enh	0.392	0.006
atac_L38373	k4me1_enh	0.416	0.008
atac_L38453	k4me1_enh	0.382	0.01
atac_L38491	k4me1_enh	0.41	0.014
atac_L38544	k4me1_enh	0.384	0.01
atac_L38681	k4me1_enh	0.448	0.016
atac_L38908	k4me1_enh	0.49	0.008
atac_L39020	k4me1_enh	0.466	0.024
atac_L39032	k4me1_enh	0.356	0.014
atac_L39083	k4me1_enh	0.344	0.008
atac_L39137	k4me1_enh	0.452	0.026
atac_L39149	k4me1_enh	0.37	0.012
atac_L39325	k4me1_enh	0.47	0.006
atac_L39416	k4me1_enh	0.378	0.008
atac_L39417	k4me1_enh	0.396	0.012
atac_L39517	k4me1_enh	0.446	0.026
atac_L39610	k4me1_enh	0.45	0.012
atac_L39612	k4me1_enh	0.434	0.03
atac_L39777	k4me1_enh	0.322	0.016
atac_L39793	k4me1_enh	0.382	0.012
atac_L39894	k4me1_enh	0.392	0.022
atac_L39904	k4me1_enh	0.448	0.02
atac_L39924	k4me1_enh	0.44	0.04
atac_L40060	k4me1_enh	0.514	0.054
atac_L40102	k4me1_enh	0.484	0.04
atac_L40126	k4me1_enh	0.374	0.048
atac_L40670	k4me1_enh	0.432	0.03
atac_L40671	k4me1_enh	0.356	0.012
atac_L40798	k4me1_enh	0.468	0.028
atac_L41113	k4me1_enh	0.444	0.018
atac_P00046	k4me1_enh	0.46	0.044
atac_P00051	k4me1_enh	0.448	0.01
atac_P00119	k4me1_enh	0.388	0.01
atac_P00253	k4me1_enh	0.458	0.018
atac_P00455	k4me1_enh	0.366	0.01
atac_P00531	k4me1_enh	0.448	0.024
atac_P00702	k4me1_enh	0.368	0.01
atac_P00741	k4me1_enh	0.424	0.022
atac_P00830	k4me1_enh	0.306	0.004
atac_P01083	k4me1_enh	0.386	0.014
atac_P01231	k4me1_enh	0.41	0.008
atac_P02043	k4me1_enh	0.498	0.012
atac_P02569	k4me1_enh	0.42	0.006
atac_P02728	k4me1_enh	0.422	0.034
atac_P02775	k4me1_enh	0.504	0.04
atac_P02886	k4me1_enh	0.414	0.01
atac_P02929	k4me1_enh	0.406	0.012
atac_P03490	k4me1_enh	0.364	0.008
atac_P03491	k4me1_enh	0.42	0.02
atac_P03716	k4me1_enh	0.532	0.054
atac_P03734	k4me1_enh	0.424	0.022
atac_P03765	k4me1_enh	0.416	0.012
atac_P03824	k4me1_enh	0.456	0.028
atac_P04183	k4me1_enh	0.378	0.03
atac_P04241	k4me1_enh	0.432	0.008
atac_P04441	k4me1_enh	0.53	0.012
atac_P04477	k4me1_enh	0.386	0.002
atac_P04579	k4me1_enh	0.394	0.018
atac_P04838	k4me1_enh	0.366	0.014
atac_P05498	k4me1_enh	0.386	0.006
