chr	start	end	name	category	strand	gene	inferred_strand	svm_prediction	dome_k4me1_up	dome_k4me1_center	dome_k4me1_down	dome_k4me2_up	dome_k4me2_center	dome_k4me2_down	dome_k4me3_up	dome_k4me3_center	dome_k4me3_down	dome_k9ac_up	dome_k9ac_center	dome_k9ac_down	dome_k27ac_up	dome_k27ac_center	dome_k27ac_down	dome_h4k16ac_up	dome_h4k16ac_center	dome_h4k16ac_down	dome_k56ac_up	dome_k56ac_center	dome_k56ac_down	dome_k64ac_up	dome_k64ac_center	dome_k64ac_down	dome_k122ac_up	dome_k122ac_center	dome_k122ac_down	dome_ntac_up	dome_ntac_center	dome_ntac_down	dome_igg_up	dome_igg_center	dome_igg_down	dome_k4me1_centerdown	dome_k4me2_centerdown	dome_k4me3_centerdown	dome_k9ac_centerdown	dome_k27ac_centerdown	dome_h4k16ac_centerdown	dome_k56ac_centerdown	dome_k64ac_centerdown	dome_k122ac_centerdown	dome_ntac_centerdown	dome_igg_centerdown	dome_k4me1_lg_enrich	dome_k4me2_lg_enrich	dome_k4me3_lg_enrich	dome_k9ac_lg_enrich	dome_k27ac_lg_enrich	dome_h4k16ac_lg_enrich	dome_k56ac_lg_enrich	dome_k64ac_lg_enrich	dome_k122ac_lg_enrich	dome_ntac_lg_enrich
chr14	24935040	24935126	atac_L07556	prom_ens	+	ENSDART00000191821	+	enh	2.871	3.727	4.392	0	0	2.361	0.856	1.529	1.298	1.667	2.873	1.964	1.228	1.274	1.562	1.542	1.854	1.364	0	0	2.264	1.961	1.928	2.542	1.396	0	0.861	0.646	2.098	1.43	1.351	1.487	1.164	4.349	2.266	1.318	2.061	1.541	1.409	2.171	2.502	0.809	1.495	1.192	3.157	1.074	0.126	0.869	0.349	0.217	0.979	1.31	-0.383	0.303
chr14	25505447	25505595	atac_L07568	prom_ens	+	ENSDART00000079016	+	prom	0	0	3.653	2.361	3.904	3.589	0.856	4.077	3.423	1.964	3.588	2.98	1.371	2.104	2.182	1.596	2.659	2.995	0	0	3.633	2.13	2.558	2.542	0.861	1.91	1.396	1.09	2.268	1.704	1.164	1.034	1.665	3.47	3.633	3.526	3.075	2.172	2.956	3.451	2.544	1.474	1.79	1.597	1.873	2.036	1.929	1.478	0.575	1.358	1.854	0.947	-0.123	0.193
chr14	25816836	25816940	atac_L07573	prom_ens	+	ENSDART00000005499	+	enh	2.056	4.409	4.463	1.25	0	3.413	1.094	0	0.856	1.293	1.456	1.823	0.793	2.509	2.182	1.008	2.258	1.596	0	0	0	0	1.731	2.955	0.861	0	1.396	1.704	1.893	0.646	0.696	1.317	1.516	4.458	3.284	0.794	1.793	2.217	1.673	0	2.875	1.31	0.821	1.498	2.959	1.786	-0.704	0.294	0.718	0.175	-1.498	1.376	-0.189	-0.677
chr14	26247588	26247740	atac_L07581	prom_ens	+	ENSDART00000192793	+	prom	2.871	2.986	4.24	1.25	2.469	3.213	1.636	1.047	1.094	1.667	2.195	2.092	0.891	2.206	2.364	0.536	2.232	1.596	2.264	0	0	2.13	2.061	2.542	1.786	0	1.786	1.09	0	1.704	1.164	1.014	1.516	4.125	3.134	1.088	2.106	2.344	1.698	0	2.487	1.644	1.566	1.459	2.666	1.675	-0.371	0.647	0.885	0.239	-1.459	1.028	0.185	0.107
chr14	26271954	26272062	atac_L07583	prom_ens	+	ENSDART00000194828	+	prom	2.647	3.965	3.876	1.91	2.884	2.361	1.298	1.701	1.2	0.447	1.422	1.823	0.45	1.091	1.882	1.3	1.357	0.837	0	0	0	0.974	1.693	2.13	1.786	0	0.861	0.646	1.854	1.704	1.164	1.953	1.516	3.885	2.421	1.257	1.789	1.821	0.897	0	2.093	0.796	1.719	1.565	2.32	0.856	-0.308	0.224	0.256	-0.668	-1.565	0.528	-0.769	0.154
chr14	26704839	26705089	atac_L07600	prom_ens	-	ENSDART00000078563	+	enh	2.056	2.871	3.236	0	0	1.91	0.98	1.39	0.856	0.447	1.667	1.062	0.315	1.151	0.315	0.419	1.596	0.419	0	0	0	0.568	0	0	0	0	0.861	0	0	0	0.949	0.696	0.696	3.17	1.681	0.98	1.205	0.525	0.744	0	0	0.725	0	0.696	2.474	0.985	0.284	0.509	-0.171	0.048	-0.696	-0.696	0.029	-0.696
chr14	26719664	26719799	atac_L07603	prom_ens	+	ENSDART00000078522	+	prom	2.381	3.666	4.771	2.704	3.487	5.308	1.2	1.766	2.337	1.964	2.331	3.737	1.228	2.683	2.853	1.542	2.584	2.974	0	0	4.019	1.771	3.312	3.538	0	0	2.747	0.646	2.863	1.704	0.39	0	1.164	4.676	5.179	2.28	3.626	2.834	2.933	3.848	3.513	2.593	1.901	1.065	3.611	4.114	1.214	2.561	1.768	1.868	2.783	2.447	1.528	0.836
chr14	28052610	28052956	atac_P01538	prom_refseq	-	NM_001348480.1	+	enh	0	1.334	1.037	0	0	2.361	0.856	0.768	1.094	0.447	1.363	1.062	0.891	1.371	1.882	0.643	0.982	1.232	0	0	0	0	0	1.551	0.861	1.124	1.786	0.646	0	1.09	1.164	0.534	1.516	1.12	2.026	1.017	1.146	1.767	1.172	0	1.283	1.643	0.879	1.32	-0.201	0.706	-0.303	-0.175	0.446	-0.149	-1.32	-0.037	0.322	-0.441
chr14	28234302	28234443	atac_L07631	prom_umms	+	TCONS_00023954	+	prom	3.388	4.761	4.826	0	2.558	2.981	1.094	1.104	1.39	0.447	1.193	2.21	1.228	2.01	2.103	0.744	0.846	1.426	0	0	0	1.291	0	3.042	0.861	0	0.861	1.09	0	1.935	0.949	1.07	0.696	4.818	2.935	1.358	2.117	2.092	1.365	0	2.876	0.779	1.797	0.748	4.07	2.187	0.61	1.369	1.344	0.618	-0.748	2.128	0.031	1.049
chr14	28438810	28438969	atac_L07635	prom_ens	+	ENSDART00000006489	+	prom	3.527	3.832	4.157	1.25	3.808	4.015	0.572	1.014	1.477	1.293	1.098	2.319	0.891	1.882	1.371	1.232	1.797	1.649	0	0	2.264	0.568	2.473	1.961	0.861	0	0	0.646	2.186	1.43	0.39	2.293	0.696	4.116	3.988	1.421	2.201	1.453	1.67	2.098	2.043	0	1.56	1.05	3.067	2.939	0.372	1.152	0.403	0.62	1.048	0.994	-1.05	0.51
chr14	28464685	28464775	atac_L07636	prom_ens	+	ENSDART00000019003	+	prom	3.976	3.666	4.069	4.611	0	4.69	1.709	0.926	1.709	2.841	1.592	2.98	1.677	1.236	2.294	1.426	2.247	2.303	2.264	4.468	0	3.202	3.551	2.763	0.861	2.469	2.345	1.43	0	1.935	1.164	0	1.516	4.04	4.571	1.658	2.905	2.231	2.298	1.457	2.847	2.356	1.844	1.437	2.603	3.135	0.222	1.468	0.794	0.862	0.02	1.411	0.919	0.407
chr14	28486157	28486275	atac_L07637	prom_ens	+	ENSDART00000161852	+	prom	3.236	0	2.871	2.361	0	3.213	1.636	2.699	3.992	1.492	3.354	2.766	1.301	1.351	3.014	2.165	2.402	2.27	2.264	0	4.323	2.13	1.606	3.412	1.786	0	2.093	1.704	0	1.43	1.351	1.21	0.949	2.733	3.07	3.899	2.841	2.906	2.284	4.171	3.299	1.971	1.331	0.979	1.754	2.092	2.92	1.862	1.927	1.306	3.192	2.321	0.992	0.352
chr14	28545046	28545215	atac_L07641	prom_umms	+	TCONS_00023972	+	prom	3.236	0	3.236	4.242	4.114	5.149	1.909	2.123	2.383	2.98	3.902	3.48	2.103	1.959	2.182	2.488	3.167	2.459	3.105	4.555	2.264	3.596	2.746	3.124	2.345	2.543	1.396	2.732	2.118	2.732	1.516	0	0.39	3.036	5.038	2.348	3.549	2.152	2.585	2.908	3.075	1.63	2.658	0.339	2.697	4.698	2.008	3.21	1.813	2.246	2.569	2.736	1.29	2.319
chr14	28566178	28566304	atac_L07642	prom_ens	-	ENSDART00000172547	+	enh	2.381	3.758	3.769	1.91	3.578	1.91	1.094	2.281	1.39	1.964	2.411	2.092	1.562	3.351	2.182	1.649	2.044	2.052	0	0	2.264	2.417	4.028	2.955	0	2.084	0.861	1.43	2.949	2.308	1.351	1.791	0.696	3.767	2.225	1.522	2.132	2.371	2.051	2.13	3.123	1.062	2.396	0.869	2.899	1.356	0.653	1.263	1.502	1.183	1.261	2.254	0.193	1.527
chr14	29769249	29769373	atac_L07663	prom_ens	+	ENSDART00000169880	+	prom	2.056	0	3.388	1.25	2.714	3.886	1.298	0.726	1.636	1.492	3.289	2.319	1.228	1.57	1.731	1.008	1.708	1.649	0	0	0	0.568	0	1.291	1.396	0	0.861	1.09	0	0.646	0.39	1.17	1.351	3.237	3.795	1.559	2.464	1.714	1.656	0	1.194	0.788	0.587	1.332	1.905	2.463	0.227	1.132	0.382	0.324	-1.332	-0.138	-0.544	-0.745
chr14	29892688	29892894	atac_L07664	prom_ens	-	ENSDART00000172349	+	enh	3.769	3.784	2.381	2.361	3.465	1.91	1.477	1.569	1.39	1.062	1.865	1.293	1.501	2.966	1.833	1.364	2.495	1.93	2.264	0	0	2.13	3.004	1.961	1.396	2.311	0	1.704	1.903	1.704	0.949	0	0.949	2.738	2.322	1.422	1.408	2.101	2.044	0	2.202	0.746	1.74	0.825	1.913	1.498	0.598	0.584	1.276	1.219	-0.825	1.377	-0.079	0.915
chr14	29941346	29941648	atac_P01541	prom_ens	+	ENSDART00000181761	+	enh	3.769	1.456	3.065	0	1.715	1.91	1.094	1.384	1.39	0.447	0	2.092	1.228	1.146	1.562	0.837	1.42	1.161	0	2.868	0	0.974	2.069	2.542	0.861	0	0	1.704	1.521	1.43	0.696	1.345	0.949	2.82	1.867	1.389	1.81	1.476	1.225	1.299	2.445	0	1.451	1.051	1.769	0.816	0.338	0.76	0.425	0.175	0.248	1.394	-1.051	0.401
chr14	30285542	30285692	atac_L07677	prom_ens	+	ENSDART00000173090	+	enh	1.037	2.172	2.871	2.361	2.484	0	0.98	1.057	0.572	0.787	1.143	0.447	0.45	0.859	1.301	0.643	1.321	1.008	0	0	0	0	0	0	0.861	1.895	0.861	0.646	0	0.646	0	1.617	1.665	2.797	0.678	0.645	0.559	1.251	1.053	0	0	1.046	0.576	1.658	1.138	-0.981	-1.013	-1.1	-0.408	-0.605	-1.658	-1.658	-0.613	-1.082
chr14	30753600	30753726	atac_L07694	prom_ens	+	ENSDART00000009385	+	prom	2.056	4.146	4.656	2.704	5.08	5.451	1.2	1.837	1.779	1.964	3.469	2.841	1.371	2.422	2.294	0.926	2.562	2.201	0	0	0	1.551	3.402	2.955	0.861	0	2.093	1.704	2.949	2.604	0.39	0	1.351	4.607	5.414	1.785	2.927	2.309	2.246	0	3.012	1.963	2.647	1.249	3.358	4.165	0.536	1.678	1.06	0.997	-1.249	1.763	0.714	1.398
chr14	30774786	30774905	atac_L07695	prom_umms	+	TCONS_00024076	+	prom	4.069	2.439	4.594	1.91	3.654	4.905	1.2	2.347	2.427	2.319	3.108	2.092	2.182	2.615	2.061	1.649	2.257	1.972	3.105	0	2.264	2.657	2.824	3.202	0.861	2.147	1.396	1.43	1.754	1.935	0.696	1.203	0.696	4.47	4.813	2.418	2.241	2.131	2.005	2.137	3.166	1.498	1.916	0.759	3.711	4.054	1.659	1.482	1.372	1.246	1.378	2.407	0.738	1.157
chr14	30795505	30795605	atac_L07697	prom_ens	+	ENSDART00000006132	+	prom	2.871	4.069	3.236	2.361	2.981	3.745	1.779	2.085	2.191	0.787	2.687	2.21	0.891	2.221	1.62	0.744	0	1.842	0	0	3.105	0.568	1.771	2.13	0	0	0.861	1.43	0	1.43	1.164	1.351	0.949	3.335	3.69	2.182	2.261	1.687	1.744	2.985	2.101	0.801	1.345	0.99	2.344	2.7	1.191	1.27	0.696	0.754	1.994	1.11	-0.189	0.354
chr14	30908533	30908631	atac_L07705	prom_ens	+	ENSDART00000078187	+	prom	5.116	3.553	3.976	4.611	3.914	4.344	1.558	2.36	2.935	1.964	1.511	2.42	1.833	1.803	2.182	1.542	0.654	1.596	0	0	0	1.771	1.791	2.281	0.861	0	0.861	1.704	1.956	0.646	0.39	1.368	0.949	3.943	4.31	2.892	2.359	2.152	1.533	0	2.243	0.802	0.825	0.992	2.951	3.319	1.9	1.367	1.161	0.542	-0.992	1.252	-0.19	-0.167
chr14	31493150	31493356	atac_L07737	prom_ens	+	ENSDART00000006463	+	prom	3.527	4.239	5.394	2.361	3.847	5.357	1.298	1.364	1.39	1.964	2.841	3.167	1.62	2.364	2.495	1.161	2.349	2.165	0	0	2.264	1.551	2.507	2.763	0	0	1.786	2.133	1.245	1.43	1.351	0	0	5.251	5.188	1.386	3.116	2.473	2.198	2.054	2.722	1.6	1.4	0	5.251	5.188	1.386	3.116	2.473	2.198	2.054	2.722	1.6	1.4
chr14	31509817	31510042	atac_P01552	prom_ens	+	ENSDART00000124499	+	prom	4.392	4.608	4.826	4.133	5.888	5.701	1.477	2.412	1.636	2.604	3.18	2.21	1.783	2.089	2.103	2.013	2.321	2.236	0	0	0	1.291	2.403	2.281	0.861	3.045	2.913	2.133	1.811	2.133	1.516	1.909	2.141	4.788	5.737	1.813	2.444	2.1	2.252	0	2.304	2.938	2.079	2.101	2.687	3.636	-0.288	0.343	-0.001	0.151	-2.101	0.203	0.837	-0.022
chr14	31529419	31529622	atac_L07739	prom_refseq	+	XM_005173206.3	+	prom	3.065	0	3.653	2.361	0	5.204	1.094	0.847	2.995	1.964	2.193	3.432	1.228	1.89	2.643	1.008	1.804	2.516	2.264	0	3.633	0.974	1.13	3.124	1.786	1.59	1.396	1.43	1.257	1.704	0.696	0.819	0.696	3.409	4.945	2.793	3.285	2.541	2.418	3.39	2.929	1.431	1.638	0.717	2.692	4.227	2.075	2.567	1.823	1.701	2.673	2.212	0.713	0.92
chr14	31566311	31566548	atac_L07741	prom_ens	+	ENSDART00000002684	+	prom	5.532	4.23	4.978	2.981	3.282	4.69	1.298	1.244	1.558	2.98	2.483	2.841	2.258	1.73	2.699	1.887	1.753	2.236	2.264	4.091	3.633	3.202	2.342	2.657	2.093	1.445	1.396	1.09	2.527	2.133	1.351	0.726	0.696	4.862	4.507	1.503	2.779	2.557	2.155	3.733	2.602	1.406	2.218	0.702	4.16	3.805	0.801	2.077	1.855	1.453	3.031	1.9	0.704	1.516
chr14	31618958	31619076	atac_L07746	prom_ens	+	ENSDART00000026195	+	prom	2.381	3.846	4.463	3.213	4.212	5.032	1.094	2.149	2.029	0.447	1.343	3.045	0.574	1.842	2.947	0.744	1.758	1.842	0	4.097	2.264	0.974	2.347	2.862	0.861	0	2.56	0.646	0	0	1.164	0	0.696	4.409	4.964	2.042	2.936	2.863	1.834	2.609	2.816	2.428	0	0.637	3.772	4.328	1.405	2.299	2.227	1.197	1.973	2.179	1.791	-0.637
chr14	31865313	31865408	atac_L07757	prom_ens	+	ENSDART00000039880	+	prom	3.769	4.533	3.976	2.704	4.509	3.213	2.029	1.436	1.298	1.293	1.541	1.823	1.501	2.618	2.431	1.426	1.751	1.596	2.264	0	3.105	1.771	2.603	2.862	0.861	3.262	1.396	1.09	0	0	1.665	0	1.351	4.034	3.385	1.311	1.801	2.448	1.61	2.99	2.841	1.694	0	1.272	2.761	2.112	0.038	0.529	1.176	0.338	1.718	1.569	0.422	-1.272
chr14	31913336	31913429	atac_L07760	prom_umms	-	TCONS_00026119	+	enh	2.056	3.622	2.871	1.25	3.073	2.361	0.98	1.854	1.558	2.092	0	1.823	1.731	2.919	2.615	1.542	1.773	1.972	2.264	0	0	1.961	2.629	2.657	0	0	0	2.133	2.822	2.308	1.665	0	1.922	2.952	2.437	1.586	1.733	2.643	1.956	0	2.654	0	2.36	1.829	1.123	0.608	-0.243	-0.096	0.814	0.127	-1.829	0.825	-1.829	0.531
chr14	32991909	32992467	atac_P01576	prom_umms	-	TCONS_00026205	+	enh	1.037	2.515	1.635	0	0	1.25	0.856	1.112	1.558	1.667	1.973	1.062	0.891	2.06	0.574	0.926	1.971	0.926	0	2.14	3.633	1.291	2.009	1.551	0.861	0.792	0.861	1.704	2.599	1.43	1.164	1.415	1.351	2.014	0.915	1.414	1.457	1.292	1.392	3.255	1.732	0.837	1.963	1.374	0.64	-0.459	0.04	0.083	-0.082	0.017	1.88	0.358	-0.537	0.589
chr14	33260774	33260914	atac_L07826	prom_ens	-	ENSDART00000111397	+	prom	3.876	4.957	4.53	1.91	3.439	4.242	1.094	1.452	1.477	1.964	2.628	2.21	1.501	2.018	1.371	1.887	2.541	2.013	3.105	3.866	0	2.13	2.98	2.417	0	0	0	1.09	1.593	0.646	0.949	0	0.39	4.59	4.165	1.474	2.269	1.468	2.089	1.416	2.499	0	0.801	0.347	4.243	3.818	1.127	1.921	1.121	1.742	1.069	2.152	-0.347	0.454
chr14	33333559	33333783	atac_L07832	prom_ens	-	ENSDART00000117493	+	prom	3.236	3.008	2.647	3.589	3.355	2.704	2.139	3.653	2.807	3.107	4.17	2.766	1.833	3.359	2.103	2.303	2.464	1.972	2.264	3.246	3.105	2.763	3.265	2.542	1.786	0	2.093	1.704	1.176	1.43	0.39	0	1.516	2.72	2.847	3.003	3.146	2.429	2.075	3.132	2.704	1.875	1.386	1.333	1.387	1.514	1.67	1.813	1.096	0.742	1.799	1.371	0.541	0.053
chr14	33413914	33414114	atac_P01581	prom_ens	+	ENSDART00000052780	+	prom	1.635	3.527	2.871	1.91	5.518	4.765	0.98	2.337	1.636	1.293	2.687	3.167	0.891	1.649	1.783	1.161	2.303	2.27	3.105	0	0	1.291	2.542	2.281	1.786	1.604	2.56	0.646	1.935	1.935	1.516	2.036	0.696	3.003	4.921	1.779	3.097	1.761	2.275	0	2.328	2.439	1.935	1.024	1.979	3.897	0.755	2.073	0.737	1.251	-1.024	1.304	1.415	0.911
chr14	33427765	33427844	atac_L07837	prom_ens	+	ENSDART00000105687	+	prom	1.635	0	4.392	1.25	4.206	4.837	0.572	1.61	2.139	1.823	2.98	3.224	0.574	1.73	2.615	1.364	2.742	2.459	0	0	2.264	1.291	2.019	2.657	0	0	2.56	1.09	3.026	2.133	0.696	0	0.39	4.288	4.799	2.106	3.207	2.566	2.481	2.178	2.619	2.47	2.221	0.364	3.923	4.435	1.742	2.843	2.201	2.117	1.813	2.254	2.105	1.857
chr14	33486032	33486177	atac_L07840	prom_ens	+	ENSDART00000149254	+	prom	2.381	0	3.653	0	0	4.527	0.98	0	2.773	1.492	2.249	2.98	1.371	1.424	2.992	1.93	1.555	2.236	0	0	3.105	0.568	2.113	3.346	1.396	0	2.093	1.704	0	1.704	0.949	1.049	1.351	3.474	4.341	2.608	2.906	2.866	2.165	2.934	3.237	1.945	1.572	1.316	2.158	3.025	1.292	1.59	1.55	0.85	1.618	1.921	0.63	0.256
chr14	33857700	33857798	atac_L07847	prom_umms	+	TCONS_00024196	+	prom	4.594	5.27	4.463	2.361	5.177	5.451	1.39	1.408	1.2	2.766	2.233	2.604	2.33	3.083	2.294	1.972	2.326	1.596	3.105	4.351	2.264	2.13	3.734	2.955	1.786	0	0	1.935	2.757	1.935	1.351	0	0.696	4.556	5.429	1.22	2.574	2.385	1.679	2.631	3.044	0	2.03	0.646	3.91	4.783	0.574	1.928	1.739	1.033	1.985	2.398	-0.646	1.384
chr14	34064212	34064326	atac_L07861	prom_ens	+	ENSDART00000015670	+	prom	3.976	4.59	4.24	2.361	3.711	4.765	1.477	2.187	2.241	2.319	2.529	2.766	1.731	1.382	2.258	2.052	1.793	2.129	0	0	0	2.281	3.242	2.542	2.345	0	1.396	1.43	2.574	1.704	1.665	0	1.665	4.28	4.687	2.236	2.744	2.189	2.098	0	2.631	1.302	1.821	1.56	2.72	3.127	0.676	1.184	0.629	0.538	-1.56	1.072	-0.258	0.261
chr14	34067961	34068106	atac_L07864	prom_ens	+	ENSDART00000135556	+	prom	3.653	3.046	4.594	2.704	0	5.149	0.98	0.641	1.636	2.21	3.286	3.167	2.061	2.493	2.431	1.485	2.036	2.335	0	0	3.633	2.281	2.113	3.124	2.093	1.931	1.396	1.09	0	1.43	1.164	2.073	1.665	4.469	4.959	1.542	3.182	2.439	2.301	3.455	3.029	1.476	1.31	1.723	2.745	3.236	-0.182	1.459	0.716	0.578	1.732	1.306	-0.247	-0.413
chr14	34492283	34492378	atac_L07875	prom_ens	+	ENSDART00000192570	+	enh	2.871	2.709	2.056	1.25	0	2.361	0.856	1.436	1.094	1.492	2.75	0.447	0.983	1.549	0.687	0.837	1.472	1.364	2.264	0	3.105	1.771	3.107	2.542	2.093	2.405	1.396	1.43	2.796	0.646	1.665	1.396	1.351	2.126	2.256	1.127	0.87	0.786	1.374	2.99	2.601	1.518	1.022	1.355	0.771	0.902	-0.227	-0.484	-0.569	0.019	1.636	1.246	0.163	-0.332
chr14	34494922	34495307	atac_P01586	prom_ens	+	ENSDART00000147756	+	enh	2.056	2.693	2.871	0	0	1.25	1.477	1.178	0.98	1.293	0.958	0.447	0.687	0.842	0.891	0.643	1.382	1.087	0	0	0	1.961	2.588	1.771	0	0	0.861	0	0.794	1.09	1.164	0.852	0.696	2.824	0.997	1.038	0.608	0.877	1.175	0	2.048	0.668	1.014	0.741	2.082	0.256	0.297	-0.134	0.136	0.434	-0.741	1.307	-0.073	0.273
chr14	34558384	34558517	atac_L07879	prom_ens	+	ENSDART00000142051	+	prom	2.381	2.309	3.236	2.704	3.507	4.611	1.094	1.15	2.191	2.092	2.69	2.092	1.069	0.939	1.731	1.087	1.638	1.232	0	0	0	2.13	3.045	2.763	1.786	2.024	0	2.308	1.643	0.646	0.696	2.169	1.164	3.153	4.518	2.101	2.177	1.657	1.286	0	2.799	0.444	0.805	1.325	1.828	3.193	0.776	0.852	0.332	-0.039	-1.325	1.474	-0.881	-0.52
chr14	35405331	35405626	atac_P01598	prom_ens	+	ENSDART00000171565	+	prom	0	3.31	3.653	0	3.909	4.765	1.094	1.906	1.709	0.787	2.027	2.841	0.687	1.712	2.061	1.364	2.527	2.367	0	0	3.105	0.568	2.094	3.202	0.861	2.708	2.747	0	0	0.646	0.696	1.633	1.164	3.582	4.61	1.756	2.692	1.989	2.405	2.781	3.014	2.738	0.522	1.285	2.297	3.325	0.471	1.407	0.704	1.12	1.496	1.729	1.453	-0.763
chr14	35462113	35462195	atac_L07908	prom_ens	-	ENSDART00000045809	+	enh	3.769	0	2.056	1.91	0	0	0.856	1.574	0.98	1.667	1.683	1.823	1.301	0.803	1.151	0.744	1.246	1.649	0	0	0	1.961	1.979	1.551	1.396	0	1.786	1.09	0	1.09	1.351	0	0	1.97	0	1.035	1.813	1.127	1.622	0	1.588	1.706	1.031	0	1.97	0	1.035	1.813	1.127	1.622	0	1.588	1.706	1.031
chr14	35464964	35465087	atac_L07909	prom_umms	+	TCONS_00024280	+	prom	2.871	4.179	4.826	2.361	4.859	5.451	1.094	0	0.721	1.667	1.307	2.092	1.562	2.691	2.33	1.087	0.937	1.3	0	0	0	2.763	2.299	2.657	0.861	0	2.093	1.935	0	1.704	0.39	1.177	0.696	4.768	5.397	0.658	2.025	2.374	1.264	0	2.622	1.966	1.59	0.757	4.01	4.64	-0.1	1.267	1.617	0.507	-0.757	1.864	1.209	0.833
chr14	35892735	35892821	atac_L07916	prom_ens	+,-	ENSDART00000135079	+	enh	2.381	2.832	3.065	0	0	1.25	0.572	0.958	1.636	0.787	1.636	1.667	0.315	0	1.151	0.643	1.566	1.008	0	0	0	0	0	2.281	1.396	0	1.396	1.704	2.098	1.43	1.351	1.487	1.351	3.048	1.183	1.592	1.665	1.087	1.061	0	2.187	1.324	1.495	1.362	1.686	-0.179	0.23	0.303	-0.275	-0.301	-1.362	0.825	-0.038	0.134
chr14	36220391	36220533	atac_L07922	prom_ens	+	ENSDART00000148319	+	enh	2.871	3.072	3.876	0	0	1.25	1.094	2.146	1.39	0	1.187	0.787	0.45	2.003	1.677	0.926	0.841	1.008	0	0	0	1.961	3.247	2.281	0.861	1.954	1.396	1.935	0	0	0.949	1.065	0.39	3.797	1.142	1.509	0.843	1.721	0.989	0	2.442	1.479	0	0.493	3.304	0.65	1.016	0.35	1.229	0.496	-0.493	1.949	0.986	-0.493
chr14	36226130	36226260	atac_L07923	prom_ens	+	ENSDART00000052569	+	enh	1.037	4.409	3.527	2.361	2.656	1.91	0.856	1.168	0.721	1.293	0	1.293	0.45	1.743	1.069	1.087	1.661	1.008	2.264	0	0	1.961	3.806	2.281	1.396	0	0.861	0.646	2.418	1.704	0.39	0	0.696	3.66	2.018	0.78	1.192	1.165	1.1	0	2.563	0.784	1.807	0.631	3.029	1.387	0.149	0.56	0.534	0.469	-0.631	1.932	0.153	1.175
chr14	36230993	36231166	atac_L07926	prom_ens	+	ENSDART00000141766	+	prom	3.769	3.34	3.876	2.361	2.318	1.25	1.298	0.954	1.39	1.667	1.034	2.21	0.315	1.041	1.301	1.161	0.982	1.426	0	0	0	2.657	3.603	2.763	0	0	0	1.935	1.396	1.704	1.516	1.481	1.922	3.808	1.466	1.333	2.086	1.266	1.368	0	2.922	0	1.663	1.865	1.943	-0.399	-0.532	0.221	-0.599	-0.497	-1.865	1.057	-1.865	-0.203
chr14	36246553	36246669	atac_L07927	prom_umms	+	TCONS_00024316	+	prom	3.236	3.869	4.978	1.91	4.235	3.886	1.298	0.764	1.298	1.964	1.358	1.293	1.069	1.366	1.228	1.485	1.555	1.3	0	0	0	1.961	2.856	1.551	0.861	0	1.396	1.09	3.053	2.133	1.516	0	1.516	4.895	3.927	1.251	1.3	1.243	1.328	0	1.756	1.3	2.261	1.415	3.48	2.512	-0.164	-0.115	-0.172	-0.087	-1.415	0.341	-0.115	0.846
chr14	36436888	36437036	atac_L07933	prom_refseq	-	XM_021481042.1	+	prom	2.056	3.544	2.056	1.25	3.904	2.704	1.477	2.568	2.085	2.687	2.225	2.42	1.228	2.572	1.974	1.842	2.57	2.429	3.105	0	3.105	1.771	3.43	2.417	0.861	0	1.396	1.704	0	2.133	1.164	1.034	0.39	2.358	2.927	2.157	2.397	2.067	2.448	2.931	2.595	1.276	1.982	0.491	1.867	2.436	1.666	1.906	1.576	1.957	2.44	2.104	0.786	1.491
chr14	37545554	37545802	atac_L07954	prom_ens	+	ENSDART00000173192	+	prom	3.653	2.39	2.056	1.25	1.918	3.413	0.98	2.2	4.41	1.293	2.613	2.604	1.62	2.304	2.431	1.3	1.708	1.3	3.105	3.116	3.633	3.124	2.965	3.476	0	1.404	1.396	2.604	2.742	1.43	1.516	2.045	0.39	2.129	3.215	4.166	2.606	2.407	1.39	3.544	3.388	1.398	1.802	0.903	1.226	2.312	3.263	1.703	1.504	0.488	2.642	2.485	0.495	0.9
chr14	38656758	38656855	atac_L07981	prom_ens	+	ENSDART00000185861	+	prom	2.871	0	2.871	3.413	3.019	4.242	0.98	2.372	2.427	2.766	3.996	2.98	2.143	1.175	2.495	1.485	1.73	2.545	3.105	0	2.264	2.955	2.578	3.202	1.396	0	0.861	1.704	1.967	2.133	0.696	0	0.696	2.756	4.167	2.422	3.105	2.416	2.488	2.159	3.156	0.802	2.119	0.646	2.11	3.521	1.776	2.459	1.77	1.842	1.513	2.51	0.156	1.473
chr14	38845619	38845991	atac_L08000	prom_ens	+	ENSDART00000129958	+	prom	3.065	2.39	0	1.25	2.235	1.91	1.298	2.018	2.337	2.21	2.555	2.913	1.974	2.605	2.258	1.161	1.041	0.744	0	0	3.105	2.862	2.904	3.042	1.786	0	0.861	1.43	1.332	0.646	1.665	1.415	0.39	1.105	2.005	2.257	2.824	2.361	0.831	2.71	3.006	0.673	0.866	0.747	0.358	1.259	1.511	2.077	1.614	0.084	1.963	2.259	-0.073	0.12
